,0,1,2,3,4,5,6,7,8,9,10,date,discipline
2,3,,,INDIND,[IND] Satwiksairaj RANKIREDDY[IND] Chirag SHETTY,,7243570500,93720,16,Asia,India,6/18/2024),MD
3,4,,,KORKOR,[KOR] KANG Min Hyuk[KOR] SEO Seung Jae,,7726266513,89735,20,Asia,Korea,6/18/2024),MD
4,5,,,MASMAS,[MAS] Aaron CHIA[MAS] SOH Wooi Yik,,5620399389,88515,20,Asia,Malaysia,6/18/2024),MD
5,6,1,,INAINA,[INA] Fajar ALFIAN[INA] Muhammad Rian ARDIANTO,,8887691130,81457,19,Asia,Indonesia,6/18/2024),MD
6,7,1,,JPNJPN,[JPN] Takuro HOKI[JPN] Yugo KOBAYASHI,,8165767903,81109,18,Asia,Japan,6/18/2024),MD
7,8,,,CHNCHN,[CHN] HE Ji Ting[CHN] REN Xiang Yu,,5967384812,78881,20,Asia,China,6/18/2024),MD
8,9,,,CHNCHN,[CHN] LIU Yu Chen[CHN] OU Xuan Yi,,9336758241,73010,20,Asia,China,6/18/2024),MD
9,10,1,,INAINA,[INA] Muhammad Shohibul FIKRI[INA] Bagas MAULANA,,9144079658,71471,24,Asia,Indonesia,6/18/2024),MD
10,11,1,,TPETPE,[TPE] LEE Yang[TPE] WANG Chi-Lin,,6944896514,71418,25,Asia,Chinese Taipei,6/18/2024),MD
11,12,,,TPETPE,[TPE] LEE Jhe-Huei[TPE] YANG Po-Hsuan,,9910276275,70014,27,Asia,Chinese Taipei,6/18/2024),MD
12,13,,,MASMAS,[MAS] GOH Sze Fei[MAS] Nur IZZUDDIN,,9076894814,62246,22,Asia,Malaysia,6/18/2024),MD
13,14,3,,INAINA,[INA] Hendra SETIAWAN[INA] Mohammad AHSAN,,5107452749,58900,17,Asia,Indonesia,6/18/2024),MD
14,15,1,,INAINA,[INA] Leo Rolly CARNANDO[INA] Daniel MARTHIN,,6863384786,57025,23,Asia,Indonesia,6/18/2024),MD
15,16,1,,MASMAS,[MAS] MAN Wei Chong[MAS] Kai Wun TEE,,7840985129,56850,19,Asia,Malaysia,6/18/2024),MD
16,17,1,,DENDEN,[DEN] Rasmus KJÆR[DEN] Frederik SØGAARD,,6472957731,56804,20,Europe,Denmark,6/18/2024),MD
17,18,,,MASMAS,[MAS] ONG Yew Sin[MAS] TEO Ee Yi,,8406499066,53630,20,Asia,Malaysia,6/18/2024),MD
18,19,,,JPNJPN,[JPN] Akira KOGA[JPN] Taichi SAITO,,8840577123,51547,19,Asia,Japan,6/18/2024),MD
19,20,6,,MASMAS,[MAS] CHOONG Hon Jian[MAS] Muhammad HAIKAL,,5635088642,50941,20,Asia,Malaysia,6/18/2024),MD
20,21,1,,ENGENG,[ENG] Ben LANE[ENG] Sean VENDY,,7627872478,50762,19,Europe,England,6/18/2024),MD
21,22,1,,INAINA,[INA] Sabar Karyaman GUTAMA[INA] Moh Reza Pahlevi ISFAHANI,,8743286136,49760,14,Asia,Indonesia,6/18/2024),MD
22,23,,,CHNCHN,[CHN] CHEN Bo Yang[CHN] LIU Yi,,9313071223,48634,20,Asia,China,6/18/2024),MD
23,24,,,THATHA,[THA] Supak JOMKOH[THA] Kittinupong KEDREN,,7393673633,48420,19,Asia,Thailand,6/18/2024),MD
24,25,,,JPNJPN,[JPN] Kenya MITSUHASHI[JPN] Hiroki OKAMURA,,9660486479,47812,18,Asia,Japan,6/18/2024),MD
25,26,4,,TPETPE,[TPE] LU Ching Yao[TPE] YANG Po Han,,5674659709,46933,25,Asia,Chinese Taipei,6/18/2024),MD
26,27,,,TPETPE,[TPE] Fang-Chih LEE[TPE] Fang-Jen LEE,,5742470231,46620,19,Asia,Chinese Taipei,6/18/2024),MD
27,28,3,,DENDEN,[DEN] Andreas SØNDERGAARD[DEN] Jesper TOFT,,7385781705,41800,15,Europe,Denmark,6/18/2024),MD
28,29,,,GERGER,[GER] Mark LAMSFUSS[GER] Marvin SEIDEL,,6804564909,40920,16,Europe,Germany,6/18/2024),MD
29,30,2,,KORKOR,[KOR] JIN Yong[KOR] NA Sung Seung,,7481682502,40340,9,Asia,Korea,6/18/2024),MD
30,31,1,,SCOSCO,[SCO] Alexander DUNN[SCO] Adam HALL,,6792285159,40241,19,Europe,Scotland,6/18/2024),MD
31,32,,,DENDEN,[DEN] Daniel LUNDGAARD[DEN] Mads VESTERGAARD,,6813460507,39803,20,Europe,Denmark,6/18/2024),MD
32,33,1,,JPNJPN,[JPN] Keiichiro MATSUI[JPN] Yoshinori TAKEUCHI,,7432489680,38960,12,Asia,Japan,6/18/2024),MD
33,34,3,,MASMAS,[MAS] Junaidi ARIF[MAS] Roy King YAP,,6794988322,38900,11,Asia,Malaysia,6/18/2024),MD
34,35,,,CANCAN,[CAN] DONG Adam (Xingyu)[CAN] Nyl YAKURA,,5853925322,38360,24,Pan America,Canada,6/18/2024),MD
35,36,,,FRAFRA,[FRA] Christo POPOV[FRA] Toma Junior POPOV,,7288561628,38160,23,Europe,France,6/18/2024),MD
36,37,1,,FRAFRA,[FRA] Lucas CORVEE[FRA] Ronan LABAR,,8941622038,36081,22,Europe,France,6/18/2024),MD
37,38,1,,THATHA,[THA] Peeratchai SUKPHUN[THA] Pakkapon TEERARATSAKUL,,8410265674,35364,18,Asia,Thailand,6/18/2024),MD
38,39,1,,THATHA,[THA] Pharanyu KAOSAMAANG[THA] Worrapol THONGSA-NGA,,5093760060,34927,20,Asia,Thailand,6/18/2024),MD
39,40,7,,AUSINA,[AUS] Pramudya KUSUMAWARDANA[INA] Yeremia Erich Yoche Yacob RAMBITAN,,7473294430,34670,9,OceaniaAsia,AustraliaIndonesia,6/18/2024),MD
40,41,1,,USAUSA,[USA] Vinson CHIU[USA] Joshua YUAN,,8049794647,34250,21,Pan America,U.S.A.,6/18/2024),MD
41,42,1,,TPETPE,[TPE] CHANG Ko-Chi[TPE] PO Li-Wei,,6868179052,33770,16,Asia,Chinese Taipei,6/18/2024),MD
42,43,,,INDIND,[IND] Krishna Prasad GARAGA[IND] Sai PRATHEEK.K,,7482777389,33540,14,Asia,India,6/18/2024),MD
43,44,,,DENDEN,[DEN] William Kryger BOE[DEN] Christian Faust KJÆR,,5645075049,33430,15,Europe,Denmark,6/18/2024),MD
44,45,,,CZECZE,[CZE] Ondřej KRÁL[CZE] Adam MENDREK,,8237891381,33234,22,Europe,Czechia,6/18/2024),MD
45,46,,,INDIND,[IND] M.R. ARJUN[IND] DHRUV KAPILA,,9893557372,32973,13,Asia,India,6/18/2024),MD
46,47,,,SCOSCO,[SCO] Christopher GRIMLEY[SCO] Matthew GRIMLEY,,7002892470,32785,18,Europe,Scotland,6/18/2024),MD
47,48,1,,CANCAN,[CAN] Kevin LEE[CAN] Ty Alexander LINDEMAN,,5849363683,32247,17,Pan America,Canada,6/18/2024),MD
48,49,1,,GERGER,[GER] Bjarne GEISS[GER] Jan Colin VOELKER,,5947278935,31418,24,Europe,Germany,6/18/2024),MD
49,50,2,,MEXMEX,[MEX] Job CASTILLO[MEX] Luis Armando MONTOYA NAVARRO,,9310174987,31090,20,Pan America,Mexico,6/18/2024),MD
50,51,2,,MASMAS,[MAS] LOW Hang Yee[MAS] NG Eng Cheong,,6183487270,30710,18,Asia,Malaysia,6/18/2024),MD
51,52,4,,KORKOR,[KOR] KIM Young Hyuk[KOR] WANG Chan,,5931972646,30580,9,Asia,Korea,6/18/2024),MD
52,53,1,,USAUSA,[USA] CHEN ZHI YI[USA] Presley SMITH,,6261863739,30540,15,Pan America,U.S.A.,6/18/2024),MD
53,54,1,,BRABRA,[BRA] Fabricio FARIAS[BRA] Davi SILVA,,6964978948,30526,16,Pan America,Brazil,6/18/2024),MD
54,55,1,,TPETPE,[TPE] WEI Chun Wei[TPE] WU Guan Xun,,7457499841,30350,17,Asia,Chinese Taipei,6/18/2024),MD
55,56,1,,CHNCHN,[CHN] XIE Hao Nan[CHN] ZENG Wei Han,,8990966820,29775,13,Asia,China,6/18/2024),MD
56,57,1,,ENGENG,[ENG] Callum HEMMING[ENG] Ethan VAN LEEUWEN,,8675690556,29223,14,Europe,England,6/18/2024),MD
57,58,1,,ALGALG,[ALG] Koceila MAMMERI[ALG] Youcef Sabri MEDEL,,7298663846,29105,21,Africa,Algeria,6/18/2024),MD
58,59,8,,TPETPE,[TPE] CHIANG Chien-Wei[TPE] WU Hsuan-Yi,,9534197737,28960,14,Asia,Chinese Taipei,6/18/2024),MD
59,60,4,,MASMAS,[MAS] Nur Mohd Azriyn Ayub AZRIYN[MAS] TAN Wee Kiong,,7044352071,28690,14,Asia,Malaysia,6/18/2024),MD
60,61,1,,TPETPE,[TPE] LIN Bing-Wei[TPE] SU Ching Heng,,7347488829,28490,9,Asia,Chinese Taipei,6/18/2024),MD
61,62,,,TPETPE,[TPE] CHEN Cheng Kuan[TPE] CHEN Sheng Fa,,6439496097,28380,14,Asia,Chinese Taipei,6/18/2024),MD
62,63,2,,JPNJPN,[JPN] Ayato ENDO[JPN] Yuta TAKEI,,5774094528,28330,11,Asia,Japan,6/18/2024),MD
63,64,1,,IRLIRL,[IRL] Joshua MAGEE[IRL] Paul REYNOLDS,,5906892985,27310,21,Europe,Ireland,6/18/2024),MD
64,65,1,,INDIND,[IND] Hariharan AMSAKARUNAN[IND] Ruban Kumar RETHINASABAPATHI,,6956098187,26270,11,Asia,India,6/18/2024),MD
65,66,1,,CHNCHN,[CHN] TAN Qiang[CHN] ZHOU Hao Dong,,5867861160,25972,8,Asia,China,6/18/2024),MD
66,67,2,,TPETPE,[TPE] Ming Che LU[TPE] TANG Kai Wei,,5898672372,25140,11,Asia,Chinese Taipei,6/18/2024),MD
67,68,,,ENGENG,[ENG] Rory EASTON[ENG] Zach RUSS,,8580569685,23870,11,Europe,England,6/18/2024),MD
68,69,3,,FRAFRA,[FRA] Eloi ADAM[FRA] Leo ROSSI,,8740396690,23430,16,Europe,France,6/18/2024),MD
69,70,,,TPETPE,[TPE] CHEN Zhi Ray[TPE] LU Chen,,7582960896,23300,10,Asia,Chinese Taipei,6/18/2024),MD
70,71,,,MASMAS,[MAS] LWI Sheng Hao[MAS] Jimmy WONG,,9321784340,23000,13,Asia,Malaysia,6/18/2024),MD
71,72,1,,INDIND,[IND] P.S RAVIKRISHNA[IND] Sankar Prasad UDAYAKUMAR,,8917460705,22640,10,Asia,India,6/18/2024),MD
72,73,1,,TPETPE,[TPE] LIN Yu Chieh[TPE] SU Li Wei,,9250487454,22350,10,Asia,Chinese Taipei,6/18/2024),MD
73,74,5,,THATHA,[THA] Pongsakorn THONGKHAM[THA] Wongsathorn THONGKHAM,,8132784421,22040,16,Asia,Thailand,6/18/2024),MD
74,75,,,CHNCHN,[CHN] HE Ji Ting[CHN] ZHOU Hao Dong,,5967361160,21790,5,Asia,China,6/18/2024),MD
75,76,,,MASMAS,[MAS] LAU Yi Sheng[MAS] LEE Yi Bo,,9881573460,21700,14,Asia,Malaysia,6/18/2024),MD
76,77,,,THATHA,[THA] Sirawit SOTHON[THA] Natthapat TRINKAJEE,,5023876967,21511,13,Asia,Thailand,6/18/2024),MD
77,78,,,DENDEN,[DEN] Rasmus ESPERSEN[DEN] Marcus RINDSHØJ,,9116766221,21330,11,Europe,Denmark,6/18/2024),MD
78,79,2,,BULBUL,[BUL] Ivan RUSEV[BUL] Iliyan STOYNOV,,9858963140,20934,14,Europe,Bulgaria,6/18/2024),MD
79,80,3,,JPNJPN,[JPN] Kazuki SHIBATA[JPN] Naoki YAMADA,,8246396843,20518,7,Asia,Japan,6/18/2024),MD
80,81,12,,TPETPE,[TPE] CHIU Hsiang Chieh[TPE] YANG Ming-Tse,,9291360516,20420,7,Asia,Chinese Taipei,6/18/2024),MD
81,82,3,,ESPESP,[ESP] Ruben GARCIA[ESP] Carlos PIRIS,,9415693670,20222,16,Europe,Spain,6/18/2024),MD
82,83,22,,MASMAS,[MAS] KANG Khai Xing[MAS] Aaron TAI,,7433157397,20190,8,Asia,Malaysia,6/18/2024),MD
83,84,,,MASMAS,[MAS] CHIA Weijie[MAS] LIEW Xun,,7973299220,20050,13,Asia,Malaysia,6/18/2024),MD
84,85,1,,GERGER,[GER] Jones Ralfy JANSEN[GER] Kenneth NEUMANN,,8872665253,19418,11,Europe,Germany,6/18/2024),MD
85,86,1,,INAINA,[INA] Rahmat HIDAYAT[INA] Yeremia Erich Yoche Yacob RAMBITAN,,6352094430,18924,8,Asia,Indonesia,6/18/2024),MD
86,87,1,,FRAFRA,[FRA] Mael CATTOEN[FRA] Lucas RENOIR,,9111278192,18864,13,Europe,France,6/18/2024),MD
87,88,1,,THATHA,[THA] Tanadon PUNPANICH[THA] Wachirawit SOTHON,,6468271432,18636,12,Asia,Thailand,6/18/2024),MD
88,89,2,,GERGER,[GER] Daniel HESS[GER] Patrick VOLKMANN,,6338972084,18460,14,Europe,Germany,6/18/2024),MD
89,90,2,,CHNCHN,[CHN] REN Xiang Yu[CHN] TAN Qiang,,8481258678,18162,6,Asia,China,6/18/2024),MD
90,91,9,,JPNJPN,[JPN] Shuntaro MEZAKI[JPN] Haruya NISHIDA,,6406465221,17930,8,Asia,Japan,6/18/2024),MD
91,92,12,,KORKOR,[KOR] KIM Gi Jung[KOR] KIM Sa Rang,,3927684007,17560,5,Asia,Korea,6/18/2024),MD
92,93,,,INDIND,[IND] Krishna Prasad GARAGA[IND] Vishnuvardhan Goud PANJALA,,7482766528,17480,7,Asia,India,6/18/2024),MD
93,94,4,,MASMAS,[MAS] BEH Chun Meng[MAS] GOH Boon Zhe,,6959768284,17300,11,Asia,Malaysia,6/18/2024),MD
94,95,,,TPETPE,[TPE] SU Ching Heng[TPE] YE Hong Wei,,8882981108,17000,6,Asia,Chinese Taipei,6/18/2024),MD
95,96,,,INDIND,[IND] Achutaditya Rao DODDAVARAPU[IND] Venkata Harsha Vardhan Rayudu VEERAMREDDY,,5820168089,16930,10,Asia,India,6/18/2024),MD
96,97,4,,NEDNED,[NED] Ties VAN DER LECQ[NED] Brian WASSINK,,9197165470,16888,13,Europe,Netherlands,6/18/2024),MD
97,98,1,,NORNOR,[NOR] Torjus FLAATTEN[NOR] Vegard RIKHEIM,,5769479189,16825,9,Europe,Norway,6/18/2024),MD
98,99,1,,HKGHKG,[HKG] LAW Cheuk Him[HKG] YEUNG Shing Choi,,6228268061,16788,5,Asia,Hong Kong China,6/18/2024),MD
99,100,43,,TPETPE,[TPE] CHEN Zhi Ray[TPE] LIN Yu Chieh,,7582992504,16680,5,Asia,Chinese Taipei,6/18/2024),MD
0,1,,,CHNCHN,[CHN] LIANG Wei Keng[CHN] WANG Chang,,9053155414,101718,17,Asia,China,6/25/2024),MD
1,2,,,DENDEN,[DEN] Kim ASTRUP[DEN] Anders Skaarup RASMUSSEN,,9298044414,95153,22,Europe,Denmark,6/25/2024),MD
2,3,,,INDIND,[IND] Satwiksairaj RANKIREDDY[IND] Chirag SHETTY,,7243570500,93720,16,Asia,India,6/25/2024),MD
3,4,,,KORKOR,[KOR] KANG Min Hyuk[KOR] SEO Seung Jae,,7726266513,89735,20,Asia,Korea,6/25/2024),MD
4,5,,,MASMAS,[MAS] Aaron CHIA[MAS] SOH Wooi Yik,,5620399389,88515,20,Asia,Malaysia,6/25/2024),MD
5,6,,,INAINA,[INA] Fajar ALFIAN[INA] Muhammad Rian ARDIANTO,,8887691130,81457,19,Asia,Indonesia,6/25/2024),MD
6,7,,,JPNJPN,[JPN] Takuro HOKI[JPN] Yugo KOBAYASHI,,8165767903,81109,18,Asia,Japan,6/25/2024),MD
7,8,,,CHNCHN,[CHN] HE Ji Ting[CHN] REN Xiang Yu,,5967384812,78881,20,Asia,China,6/25/2024),MD
8,9,,,CHNCHN,[CHN] LIU Yu Chen[CHN] OU Xuan Yi,,9336758241,73010,20,Asia,China,6/25/2024),MD
9,10,,,INAINA,[INA] Muhammad Shohibul FIKRI[INA] Bagas MAULANA,,9144079658,71471,24,Asia,Indonesia,6/25/2024),MD
10,11,,,TPETPE,[TPE] LEE Yang[TPE] WANG Chi-Lin,,6944896514,71418,24,Asia,Chinese Taipei,6/25/2024),MD
11,12,,,TPETPE,[TPE] LEE Jhe-Huei[TPE] YANG Po-Hsuan,,9910276275,70014,26,Asia,Chinese Taipei,6/25/2024),MD
12,13,,,MASMAS,[MAS] GOH Sze Fei[MAS] Nur IZZUDDIN,,9076894814,61546,21,Asia,Malaysia,6/25/2024),MD
13,14,,,INAINA,[INA] Hendra SETIAWAN[INA] Mohammad AHSAN,,5107452749,58900,17,Asia,Indonesia,6/25/2024),MD
14,15,,,INAINA,[INA] Leo Rolly CARNANDO[INA] Daniel MARTHIN,,6863384786,57025,23,Asia,Indonesia,6/25/2024),MD
15,16,1,,DENDEN,[DEN] Rasmus KJÆR[DEN] Frederik SØGAARD,,6472957731,56804,20,Europe,Denmark,6/25/2024),MD
16,17,1,,MASMAS,[MAS] MAN Wei Chong[MAS] Kai Wun TEE,,7840985129,53450,18,Asia,Malaysia,6/25/2024),MD
17,18,,,MASMAS,[MAS] ONG Yew Sin[MAS] TEO Ee Yi,,8406499066,52330,19,Asia,Malaysia,6/25/2024),MD
18,19,,,JPNJPN,[JPN] Akira KOGA[JPN] Taichi SAITO,,8840577123,51547,19,Asia,Japan,6/25/2024),MD
19,20,,,MASMAS,[MAS] CHOONG Hon Jian[MAS] Muhammad HAIKAL,,5635088642,50941,19,Asia,Malaysia,6/25/2024),MD
20,21,,,ENGENG,[ENG] Ben LANE[ENG] Sean VENDY,,7627872478,50762,19,Europe,England,6/25/2024),MD
21,22,,,INAINA,[INA] Sabar Karyaman GUTAMA[INA] Moh Reza Pahlevi ISFAHANI,,8743286136,49760,14,Asia,Indonesia,6/25/2024),MD
22,23,,,CHNCHN,[CHN] CHEN Bo Yang[CHN] LIU Yi,,9313071223,48634,20,Asia,China,6/25/2024),MD
23,24,,,THATHA,[THA] Supak JOMKOH[THA] Kittinupong KEDREN,,7393673633,48420,19,Asia,Thailand,6/25/2024),MD
24,25,,,JPNJPN,[JPN] Kenya MITSUHASHI[JPN] Hiroki OKAMURA,,9660486479,47812,17,Asia,Japan,6/25/2024),MD
25,26,1,,TPETPE,[TPE] Fang-Chih LEE[TPE] Fang-Jen LEE,,5742470231,45770,18,Asia,Chinese Taipei,6/25/2024),MD
26,27,1,,TPETPE,[TPE] LU Ching Yao[TPE] YANG Po Han,,5674659709,44583,24,Asia,Chinese Taipei,6/25/2024),MD
27,28,,,DENDEN,[DEN] Andreas SØNDERGAARD[DEN] Jesper TOFT,,7385781705,41800,15,Europe,Denmark,6/25/2024),MD
28,29,,,GERGER,[GER] Mark LAMSFUSS[GER] Marvin SEIDEL,,6804564909,40920,16,Europe,Germany,6/25/2024),MD
29,30,1,,SCOSCO,[SCO] Alexander DUNN[SCO] Adam HALL,,6792285159,40241,19,Europe,Scotland,6/25/2024),MD
30,31,1,,DENDEN,[DEN] Daniel LUNDGAARD[DEN] Mads VESTERGAARD,,6813460507,39803,20,Europe,Denmark,6/25/2024),MD
31,32,1,,JPNJPN,[JPN] Keiichiro MATSUI[JPN] Yoshinori TAKEUCHI,,7432489680,38960,12,Asia,Japan,6/25/2024),MD
32,33,2,,CANCAN,[CAN] DONG Adam (Xingyu)[CAN] Nyl YAKURA,,5853925322,38360,24,Pan America,Canada,6/25/2024),MD
33,34,,,MASMAS,[MAS] Junaidi ARIF[MAS] Roy King YAP,,6794988322,38310,10,Asia,Malaysia,6/25/2024),MD
34,35,1,,FRAFRA,[FRA] Christo POPOV[FRA] Toma Junior POPOV,,7288561628,38160,23,Europe,France,6/25/2024),MD
35,36,6,,KORKOR,[KOR] JIN Yong[KOR] NA Sung Seung,,7481682502,36490,8,Asia,Korea,6/25/2024),MD
36,37,,,FRAFRA,[FRA] Lucas CORVEE[FRA] Ronan LABAR,,8941622038,36081,22,Europe,France,6/25/2024),MD
37,38,,,THATHA,[THA] Peeratchai SUKPHUN[THA] Pakkapon TEERARATSAKUL,,8410265674,35364,18,Asia,Thailand,6/25/2024),MD
38,39,,,THATHA,[THA] Pharanyu KAOSAMAANG[THA] Worrapol THONGSA-NGA,,5093760060,34927,19,Asia,Thailand,6/25/2024),MD
39,40,,,AUSINA,[AUS] Pramudya KUSUMAWARDANA[INA] Yeremia Erich Yoche Yacob RAMBITAN,,7473294430,34670,9,OceaniaAsia,AustraliaIndonesia,6/25/2024),MD
40,41,,,USAUSA,[USA] Vinson CHIU[USA] Joshua YUAN,,8049794647,34160,20,Pan America,U.S.A.,6/25/2024),MD
41,42,,,TPETPE,[TPE] CHANG Ko-Chi[TPE] PO Li-Wei,,6868179052,33680,14,Asia,Chinese Taipei,6/25/2024),MD
42,43,,,INDIND,[IND] Krishna Prasad GARAGA[IND] Sai PRATHEEK.K,,7482777389,33540,14,Asia,India,6/25/2024),MD
43,44,,,DENDEN,[DEN] William Kryger BOE[DEN] Christian Faust KJÆR,,5645075049,33430,15,Europe,Denmark,6/25/2024),MD
44,45,,,CZECZE,[CZE] Ondřej KRÁL[CZE] Adam MENDREK,,8237891381,33234,22,Europe,Czechia,6/25/2024),MD
45,46,,,INDIND,[IND] M.R. ARJUN[IND] DHRUV KAPILA,,9893557372,32973,13,Asia,India,6/25/2024),MD
46,47,,,SCOSCO,[SCO] Christopher GRIMLEY[SCO] Matthew GRIMLEY,,7002892470,32785,18,Europe,Scotland,6/25/2024),MD
47,48,,,CANCAN,[CAN] Kevin LEE[CAN] Ty Alexander LINDEMAN,,5849363683,32247,17,Pan America,Canada,6/25/2024),MD
48,49,,,GERGER,[GER] Bjarne GEISS[GER] Jan Colin VOELKER,,5947278935,31418,24,Europe,Germany,6/25/2024),MD
49,50,1,,MASMAS,[MAS] LOW Hang Yee[MAS] NG Eng Cheong,,6183487270,31160,17,Asia,Malaysia,6/25/2024),MD
50,51,1,,MEXMEX,[MEX] Job CASTILLO[MEX] Luis Armando MONTOYA NAVARRO,,9310174987,31090,20,Pan America,Mexico,6/25/2024),MD
51,52,1,,USAUSA,[USA] CHEN ZHI YI[USA] Presley SMITH,,6261863739,30540,14,Pan America,U.S.A.,6/25/2024),MD
52,53,1,,BRABRA,[BRA] Fabricio FARIAS[BRA] Davi SILVA,,6964978948,30526,16,Pan America,Brazil,6/25/2024),MD
53,54,7,,TPETPE,[TPE] LIN Bing-Wei[TPE] SU Ching Heng,,7347488829,29780,10,Asia,Chinese Taipei,6/25/2024),MD
54,55,7,,TPETPE,[TPE] CHEN Cheng Kuan[TPE] CHEN Sheng Fa,,6439496097,29740,13,Asia,Chinese Taipei,6/25/2024),MD
55,56,,,CHNCHN,[CHN] XIE Hao Nan[CHN] ZENG Wei Han,,8990966820,29245,12,Asia,China,6/25/2024),MD
56,57,,,ENGENG,[ENG] Callum HEMMING[ENG] Ethan VAN LEEUWEN,,8675690556,29223,14,Europe,England,6/25/2024),MD
57,58,,,ALGALG,[ALG] Koceila MAMMERI[ALG] Youcef Sabri MEDEL,,7298663846,29105,20,Africa,Algeria,6/25/2024),MD
58,59,7,,KORKOR,[KOR] KIM Young Hyuk[KOR] WANG Chan,,5931972646,28910,8,Asia,Korea,6/25/2024),MD
59,60,1,,TPETPE,[TPE] CHIANG Chien-Wei[TPE] WU Hsuan-Yi,,9534197737,28580,13,Asia,Chinese Taipei,6/25/2024),MD
60,61,6,,TPETPE,[TPE] WEI Chun Wei[TPE] WU Guan Xun,,7457499841,27800,16,Asia,Chinese Taipei,6/25/2024),MD
61,62,2,,IRLIRL,[IRL] Joshua MAGEE[IRL] Paul REYNOLDS,,5906892985,27310,21,Europe,Ireland,6/25/2024),MD
62,63,3,,MASMAS,[MAS] Nur Mohd Azriyn Ayub AZRIYN[MAS] TAN Wee Kiong,,7044352071,27230,13,Asia,Malaysia,6/25/2024),MD
63,64,1,,JPNJPN,[JPN] Ayato ENDO[JPN] Yuta TAKEI,,5774094528,27140,10,Asia,Japan,6/25/2024),MD
64,65,,,INDIND,[IND] Hariharan AMSAKARUNAN[IND] Ruban Kumar RETHINASABAPATHI,,6956098187,26270,11,Asia,India,6/25/2024),MD
65,66,,,CHNCHN,[CHN] TAN Qiang[CHN] ZHOU Hao Dong,,5867861160,25972,8,Asia,China,6/25/2024),MD
66,67,,,TPETPE,[TPE] Ming Che LU[TPE] TANG Kai Wei,,5898672372,24760,10,Asia,Chinese Taipei,6/25/2024),MD
67,68,,,ENGENG,[ENG] Rory EASTON[ENG] Zach RUSS,,8580569685,23870,11,Europe,England,6/25/2024),MD
68,69,,,FRAFRA,[FRA] Eloi ADAM[FRA] Leo ROSSI,,8740396690,23430,16,Europe,France,6/25/2024),MD
69,70,2,,INDIND,[IND] P.S RAVIKRISHNA[IND] Sankar Prasad UDAYAKUMAR,,8917460705,22640,10,Asia,India,6/25/2024),MD
70,71,3,,THATHA,[THA] Pongsakorn THONGKHAM[THA] Wongsathorn THONGKHAM,,8132784421,22040,15,Asia,Thailand,6/25/2024),MD
71,72,3,,CHNCHN,[CHN] HE Ji Ting[CHN] ZHOU Hao Dong,,5967361160,21790,5,Asia,China,6/25/2024),MD
72,73,4,,THATHA,[THA] Sirawit SOTHON[THA] Natthapat TRINKAJEE,,5023876967,21511,13,Asia,Thailand,6/25/2024),MD
73,74,26,,TPETPE,[TPE] CHEN Zhi Ray[TPE] LIN Yu Chieh,,7582992504,21360,6,Asia,Chinese Taipei,6/25/2024),MD
74,75,3,,DENDEN,[DEN] Rasmus ESPERSEN[DEN] Marcus RINDSHØJ,,9116766221,21330,11,Europe,Denmark,6/25/2024),MD
75,76,10,,INAINA,[INA] Rahmat HIDAYAT[INA] Yeremia Erich Yoche Yacob RAMBITAN,,6352094430,21034,9,Asia,Indonesia,6/25/2024),MD
76,77,2,,BULBUL,[BUL] Ivan RUSEV[BUL] Iliyan STOYNOV,,9858963140,20934,14,Europe,Bulgaria,6/25/2024),MD
77,78,2,,MASMAS,[MAS] LAU Yi Sheng[MAS] LEE Yi Bo,,9881573460,20790,13,Asia,Malaysia,6/25/2024),MD
78,79,1,,JPNJPN,[JPN] Kazuki SHIBATA[JPN] Naoki YAMADA,,8246396843,20518,7,Asia,Japan,6/25/2024),MD
79,80,2,,ESPESP,[ESP] Ruben GARCIA[ESP] Carlos PIRIS,,9415693670,20222,16,Europe,Spain,6/25/2024),MD
80,81,2,,MASMAS,[MAS] KANG Khai Xing[MAS] Aaron TAI,,7433157397,20190,8,Asia,Malaysia,6/25/2024),MD
81,82,11,,MASMAS,[MAS] LWI Sheng Hao[MAS] Jimmy WONG,,9321784340,19750,12,Asia,Malaysia,6/25/2024),MD
82,83,1,,MASMAS,[MAS] CHIA Weijie[MAS] LIEW Xun,,7973299220,19450,12,Asia,Malaysia,6/25/2024),MD
83,84,1,,GERGER,[GER] Jones Ralfy JANSEN[GER] Kenneth NEUMANN,,8872665253,19418,11,Europe,Germany,6/25/2024),MD
84,85,12,,TPETPE,[TPE] LIN Yu Chieh[TPE] SU Li Wei,,9250487454,19390,8,Asia,Chinese Taipei,6/25/2024),MD
85,86,1,,FRAFRA,[FRA] Mael CATTOEN[FRA] Lucas RENOIR,,9111278192,18864,13,Europe,France,6/25/2024),MD
86,87,2,,GERGER,[GER] Daniel HESS[GER] Patrick VOLKMANN,,6338972084,18460,14,Europe,Germany,6/25/2024),MD
87,88,18,,TPETPE,[TPE] CHEN Zhi Ray[TPE] LU Chen,,7582960896,18440,8,Asia,Chinese Taipei,6/25/2024),MD
88,89,1,,CHNCHN,[CHN] REN Xiang Yu[CHN] TAN Qiang,,8481258678,18162,6,Asia,China,6/25/2024),MD
89,90,9,,HKGHKG,[HKG] LAW Cheuk Him[HKG] YEUNG Shing Choi,,6228268061,18078,6,Asia,Hong Kong China,6/25/2024),MD
